YEAR,MONTH,TOD,SHARED_TRIPS,PRIVATE_TRIPS,ALL_TRIPS
2018,11,1,699.3565416934628,4822.229210651367,5521.58575234484
2018,11,2,1584.0719904027853,6316.545626849644,7900.617617252421
2018,11,3,2441.2280074089326,12855.314668297826,15296.542675706733
2018,11,4,2100.2998597559704,8524.214937942452,10624.514797698414
2018,11,5,1357.6722703972862,7960.663800511359,9318.336070908641
2018,12,1,675.0740136753216,4528.874097158479,5203.948110833804
2018,12,2,1385.0903697787596,5816.565347295503,7201.655717074253
2018,12,3,2452.4256984186695,13572.003759565237,16024.42945798389
2018,12,4,1870.5157426243754,8439.77559137531,10310.291333999672
2018,12,5,1314.0864889392794,7706.8281332444285,9020.91462218372
2019,1,1,627.2418866400276,4228.523598872613,4855.765485512643
2019,1,2,1550.994755621903,6894.558484974009,8445.553240595915
2019,1,3,2608.733725668531,14037.582143872341,16646.315869540853
2019,1,4,2087.5663051895217,8082.982105771134,10170.548410960653
2019,1,5,1187.7828499637305,6815.0836220767005,8002.866472040427
2019,2,1,648.4704329947562,4481.032535510263,5129.502968505015
2019,2,2,1660.5843114948486,7730.070080877387,9390.654392372231
2019,2,3,2756.7681490420755,15929.513342063974,18686.28149110606
2019,2,4,2176.5786662933388,8912.64302453518,11089.221690828519
2019,2,5,1407.1984340677732,8304.74772627366,9711.94616034142
2019,3,1,663.6570859487052,4924.807401931471,5588.46448788016
2019,3,2,1543.4147376281965,7876.575643572876,9419.99038120107
2019,3,3,2332.735250198503,14988.836811917065,17321.572062115585
2019,3,4,1941.042861682151,9175.347405973776,11116.390267655943
2019,3,5,1254.812704573211,8496.238608264246,9751.051312837442
2019,4,1,564.0379432656687,4656.9824320347725,5221.020375300436
2019,4,2,1323.6383224683095,7330.6965985929455,8654.33492106126
2019,4,3,2026.4296885694428,14267.981259977369,16294.410948546833
2019,4,4,1627.8811354091802,8454.181796995246,10082.062932404437
2019,4,5,1081.7138195380935,8454.837788795663,9536.551608333764
2019,5,1,511.6363477291219,5351.437735142187,5863.074082871312
2019,5,2,1079.8432275601488,6982.412707142473,8062.2559347026245
2019,5,3,1849.2234429777038,16011.021896417536,17860.24533939521
2019,5,4,1441.714970498598,9370.934005225521,10812.64897572414
2019,5,5,872.2204298067813,8703.292037555884,9575.512467362665
2019,6,1,442.60124378017736,5611.40771462843,6054.008958408605
2019,6,2,937.3251518507623,7199.46745102123,8136.7926028719885
2019,6,3,1544.8427385575071,16012.835033737201,17557.677772294675
2019,6,4,1198.6395890381452,9524.368645785351,10723.008234823497
2019,6,5,785.8734293500994,9290.287551867996,10076.160981218092
2019,7,1,379.4505643719553,5380.929506404933,5760.380070776885
2019,7,2,824.2532240887766,6832.608522343142,7656.861746431901
2019,7,3,1265.84452204429,14795.60372853333,16061.448250577629
2019,7,4,916.0229848421025,9048.991393093207,9965.01437793532
2019,7,5,623.7324855207502,8244.862014726032,8868.594500246789
2019,8,1,357.2069650965192,5411.6983380384945,5768.905303135011
2019,8,2,793.4682156124552,6912.799073307585,7706.26728892004
2019,8,3,1226.918397043659,14799.687587345636,16026.605984389285
2019,8,4,967.3330230196665,9593.94520040346,10561.278223423149
2019,8,5,632.3865381203923,8767.646023486752,9400.03256160714
2019,9,1,308.4482570586226,5086.925452072856,5395.373709131483
2019,9,2,729.7022964820909,6820.604659072951,7550.30695555502
2019,9,3,1073.5547768519048,14009.384320725278,15082.939097577186
2019,9,4,818.7743408314913,8413.818858686096,9232.593199517594
2019,9,5,536.0845756386719,7986.10716041868,8522.19173605736
2019,10,1,309.30319342156565,4984.605613587805,5293.908807009364
2019,10,2,643.1256120233897,7691.3840579256885,8334.509669949068
2019,10,3,1115.2565666315056,15186.128440446651,16301.385007078183
2019,10,4,816.7507394631714,9679.346402350326,10496.097141813507
2019,10,5,577.2111559724824,8786.147672622375,9363.358828594877
2019,11,1,311.7181959213407,5240.650688251881,5552.368884173205
2019,11,2,610.5893883243091,7394.57635807888,8005.165746403185
2019,11,3,1147.7986645826115,15141.571307729719,16289.36997231232
2019,11,4,851.9068546317409,10002.175769809399,10854.082624441127
2019,11,5,582.2607438861479,8864.181474591196,9446.442218477338
2019,12,1,309.7998118466235,5425.140625271708,5734.940437118332
2019,12,2,554.0351032124635,6682.957572420239,7236.992675632708
2019,12,3,1167.9906980344908,16551.16481333475,17719.15551136926
2019,12,4,784.0858720901368,10204.586522415671,10988.672394505811
2019,12,5,540.228230107994,8932.198480937588,9472.426711045586
2020,1,1,379.0821003345609,4803.15108506695,5182.2331854015165
2020,1,2,845.4383087508577,6780.173791165168,7625.61209991603
2020,1,3,1502.8758693764162,12985.970806783893,14488.846676160332
2020,1,4,1114.7642677434442,8454.871678053325,9569.635945796761
2020,1,5,766.4758398848292,7374.372677990296,8140.848517875124
2020,2,1,354.04990444955314,5044.649852303756,5398.699756753309
2020,2,2,918.1793459600575,7464.356459401449,8382.535805361513
2020,2,3,1825.4232691149325,15951.183665120037,17776.606934234947
2020,2,4,1190.908687041011,9253.951456989013,10444.860144030026
2020,2,5,867.002193013708,8607.572940557398,9474.575133571117
