Processing Stations and Zones
Station box     -122.197029    47.974800  -122.496696    47.154526
StationMid/dis  -122.346863    47.564663     58.37
Station Listing
 #   Longitude   Latitude    Seq    Name                 Code    Group GrpNm  Boards stopid1    stopid2    stopid3    stopid4    Type 1ifNew Time 01 Time 02 Time 03 Time 04 Time 05
=== =========== =========== ===== ==================== ========= ===== ====== ====== ========== ========== ========== ========== ==== ====== ======= ======= ======= ======= =======
 44 -122.331528   47.606716     1 SC 5th/Madison       SC5Mad        5             0 26682                                          1      1     0.0     0.0     0.0     0.0     0.0
 45 -122.325012   47.609531     2 SCBoren/Mad          SCBorMad      5             0 26683                                          1      1     0.0     0.0     0.0     0.0     0.0
 46 -122.320633   47.611313     3 SCBroadwayMad        SCBwyMad      5 Mad-SC      0 26684                                          1      1     0.0     0.0     0.0     0.0     0.0
  4 -122.335899   47.611923   101 WESTLAKE             CLWestlak     1 CL-CBD   5425 91121      91108                               5      0     0.0     0.0     0.0     0.0     0.0
  5 -122.336052   47.607780   102 UNIVERSITY STREET    CLUnivers     1          1978 99565      99455                               5      0     0.0     0.0     0.0     0.0     0.0
  6 -122.330612   47.601826   103 PIONEER SQUARE       CLPioneer     1          1646 99532      99501                               5      0     0.0     0.0     0.0     0.0     0.0
  7 -122.328041   47.598816   104 INTERNATIONAL DISTRI CLIntDist     1          2249 99621      99623                               3      0     0.0     0.0     0.0     0.0     0.0
  9 -122.327248   47.591110   105 ROYAL BROUGHAM       CLStadium     1           851 99260      99101                               1      0     0.0     0.0     0.0     0.0     0.0
 10 -122.327415   47.581070   106 LANDER               CLSODO        2 CL Hen    860 99256      99111                               1      0     0.0     0.0     0.0     0.0     0.0
 11 -122.311401   47.579067   107 BEACON HILL          CLBeaconH     2          1414 99240      99121                               3      0     0.0     0.0     0.0     0.0     0.0
 12 -122.297234   47.577362   108 MCCLELLAN            CLMtBaker     2          1460 55860      55949                               3      0     0.0     0.0     0.0     0.0     0.0
 13 -122.292435   47.559277   109 EDMUNDS              CLColCity     2          1314 56039      55778                               1      0     0.0     0.0     0.0     0.0     0.0
 14 -122.281593   47.537971   110 OTHELLO              CLOthello     2          1509 56159      55656                               1      0     0.0     0.0     0.0     0.0     0.0
 15 -122.279449   47.522408   111 HENDERSON            CLRnrBch      2          1156 55578      56173                               1      0     0.0     0.0     0.0     0.0     0.0
 16 -122.287979   47.464046   112 SOUTH 154TH STREET   CLTukwill     3          2219 99905      99900                               6      0     0.0     0.0     0.0     0.0     0.0
 29 -122.297195   47.445282   113 SEATAC               CLSeaTac      3 CLSeaT   4670 99903      99904                               5      0     0.0     0.0     0.0     0.0     0.0
 43 -122.337456   47.611370   200 SC 4th/Pine          SC4Pine       4             0 26681                                          1      0     0.0     0.0     0.0     0.0     0.0
 31 -122.337463   47.613243   201 WESTLAKE HUB         SLUWstHub     4          1200 1630       26680                               1      0     0.0     0.0     0.0     0.0     0.0
 32 -122.337463   47.615608   202 WESTLAKE & 7TH       SLU7th        4           200 1619       26689                               1      0     0.0     0.0     0.0     0.0     0.0
 33 -122.337852   47.618259   203 WESTLAKE & DENNY     SLUDenny      4           300 26665      26690                               1      0     0.0     0.0     0.0     0.0     0.0
 34 -122.337166   47.621552   204 TERRY & THOMAS       SLUThomas     4           300 26645      26693                               1      0     0.0     0.0     0.0     0.0     0.0
 35 -122.337166   47.623425   205 TERRY & MERCER       SLUMercer     4           200 26698      26641                               1      0     0.0     0.0     0.0     0.0     0.0
 36 -122.336540   47.625996   206 LAKE UNION PARK NB   SLULkUnPk     4           300 26702      26701                               1      0     0.0     0.0     0.0     0.0     0.0
 37 -122.332344   47.627590   207 FAIRVIEW & CAMPUS DR SLUFairvw     4 SLU       400 26705      26700                               1      0     0.0     0.0     0.0     0.0     0.0
  8 -122.329254   47.598557   301 KING STREET          SNDKingSt     6 SND-Ki   4960 S_KS                                           1      0     0.0     0.0     0.0     0.0     0.0
  3 -122.384193   47.811363   302 EDMONDS              SNDEdmond     7           240 S_ED                                           2      0     0.0     0.0     0.0     0.0     0.0
  2 -122.299248   47.948841   303 MUKILTEO             SNDMukilt     7           120 S_MU                                           2      0     0.0     0.0     0.0     0.0     0.0
  1 -122.197029   47.974800   304 EVERETT              SNDEveret     7 SNDEve    240 S_EV                                           2      0     0.0     0.0     0.0     0.0     0.0
 17 -122.240341   47.461159   305 TUKWILA              SNDTukwil     8           300 S_TK_NB    S_TK_SB                             2      0     0.0     0.0     0.0     0.0     0.0
 18 -122.233002   47.385010   306 KENT                 SNDKent       8          1040 S_KE_NB    S_KE_SB                             2      0     0.0     0.0     0.0     0.0     0.0
 19 -122.232277   47.306908   307 AUBURN               SNDAuburn     8           900 S_AU_NB    S_AU_SB                             2      0     0.0     0.0     0.0     0.0     0.0
 26 -122.244774   47.201344   308 SUMNER               SNDSumner     8           840 S_SU_NB    S_SU_SB                             1      0     0.0     0.0     0.0     0.0     0.0
 27 -122.295830   47.192772   309 PUYALLUP             SNDPuyall     8          1040 S_PU_NB    S_PU_SB                             1      0     0.0     0.0     0.0     0.0     0.0
 23 -122.427116   47.239494   310 TACOMA DOME          SNDTacDom     8           740 S_TD                                           2      0     0.0     0.0     0.0     0.0     0.0
 25 -122.485909   47.206261   311 SOUTH TACOMA         SNDSTacom     8           120 S_ST                                           2      0     0.0     0.0     0.0     0.0     0.0
 28 -122.496696   47.154526   312 LAKEWOOD             SNDLakewo     8 SNDSo     180 S_LW                                           2      0     0.0     0.0     0.0     0.0     0.0
 38 -122.427383   47.239361   401 TACOMA DOME TL STATI TLTacDome     9           800 TL_TD                                          1      0     0.0     0.0     0.0     0.0     0.0
 24 -122.433846   47.239143   402 SOUTH 25TH STREET    TLS25th       9           200 TL_25                                          1      0     0.0     0.0     0.0     0.0     0.0
 22 -122.436638   47.245174   403 UNION STATION\SOUTH  TLUnStat      9           900 TL_US                                          1      0     0.0     0.0     0.0     0.0     0.0
 21 -122.438499   47.249500   404 CONVENTION CENTER\SO TLConvCtr     9           400 TL_CC                                          1      0     0.0     0.0     0.0     0.0     0.0
 30 -122.439011   47.254021   405 COMMERCE STREET      TLCommStr     9           300 TL_CS                                          1      0     0.0     0.0     0.0     0.0     0.0
 20 -122.440025   47.256332   406 THEATER DISTRICT\SOU TLTheaDis     9 TL        500 TL_THD                                         1      0     0.0     0.0     0.0     0.0     0.0
 42 -122.337868   47.601479   501 Water Taxi Pier 50   WTPier50     10           800 1908       1907                                1      0     0.0     0.0     0.0     0.0     0.0
 39 -122.380783   47.589905   502 Water Taxi-Harbor Av WTHarbAve    10 FEHarb    800 99997      99998                               1      0     0.0     0.0     0.0     0.0     0.0
 41 -122.337486   47.601635   503 Vashon Ferry-Pier 50 VFPier50     11           350 1888       1889                                1      0     0.0     0.0     0.0     0.0     0.0
 40 -122.464203   47.508678   504 Vashon Ferry Dock    VFVashon     11 FEVash    350 99909      99908                               1      0     0.0     0.0     0.0     0.0     0.0
 Attempting to read: C:\Workspace\TNC-Demand-Model\STOPS\Inputs\TZ_District.asc
 Attempting to read: C:\Workspace\TNC-Demand-Model\STOPS\Districts\TZ_DistrictZone.shp

Summary of Pre-Existing District Data
  ST-CO-TAZ   Rec#  CLONE TAZ   District District Name
 ============  ==== ============ ======== ==================
>53033     1 <  210                    6                   
>53033     2 <  209                    6                   
>53033     3 <  207                    6                   
>53033     4 <  206                    6                   
>53033     5 <  205                    6                   
>53033     6 <  217                    6                   
>53033     7 <  208                    6                   
>53033     8 <  215                    6                   
>53033     9 <  219                    6                   
>53033    10 <  222                    6                   
>53033    11 <  223                    6                   
>53033    12 <  224                    6                   
>53033    13 <  234                    6                   
>53033    14 <  232                    6                   
>53033    15 <  231                    6                   
>53033    16 <  230                    6                   
>53033    17 <  240                    6                   
>53033    18 <  228                    6                   
>53033    19 <  233                    6                   
>53033    20 <  252                    6                   
>53033    21 <  237                    6                   
>53033    22 <  242                    6                   
>53033    23 <  250                    6                   
>53033    24 <  256                    6                   
>53033    25 <  248                    6 NSeattle          
>53033    26 <  253                    6                   
>53033    27 <  254                    6                   
>53033    28 <  243                    6                   
>53033    29 <  257                    6                   
>53033    30 <  260                    6                   
>53033    31 <  268                    6                   
>53033    32 <  277                    6                   
>53033    33 <  267                    6                   
>53033    34 <  266                    6                   
>53033    35 <  265                    6                   
>53033    36 <  264                    6                   
>53033    37 <  262                    6                   
>53033    38 <  261                    6                   
>53033    39 <  263                    6                   
>53033    40 <  259                    6                   
>53033    41 <  285                    6                   
>53033    42 <  272                    6                   
>53033    43 <  281                    6                   
>53033    44 <  286                    6                   
>53033    45 <  282                    6                   
>53033    46 <  283                    6                   
>53033    47 <  276                    6                   
>53033    48 <  288                    6                   
>53033    49 <  278                    6                   
>53033    50 <  279                    6                   
>53033    51 <  274                    6                   
>53033    52 <  269                    6                   
>53033    53 <  292                    6                   
>53033    54 <  309                    6                   
>53033    55 <  291                    6                   
>53033    56 <  308                    6                   
>53033    57 <  290                    6                   
>53033    58 <  289                    6                   
>53033    59 <  307                    6                   
>53033    60 <  293                    6                   
>53033    61 <  301                    6                   
>53033    62 <  275                    6                   
>53033    63 <  297                    6                   
>53033    64 <  300                    6                   
>53033    65 <  299                    6                   
>53033    66 <  306                    6                   
>53033    67 <  312                    6                   
>53033    68 <  313                    6                   
>53033    69 <  314                    6                   
>53033    70 <  315                    6                   
>53033    71 <  316                    6                   
>53033    72 <  328                    6                   
>53033    73 <  322                    6                   
>53033    74 <  329                    6                   
>53033    75 <  333                    5                   
>53033    76 <  347                    5                   
>53033    77 <  305                    5                   
>53033    78 <  295                    5                   
>53033    79 <  338                    5                   
>53033    80 <  320                    5                   
>53033    81 <  325                    5                   
>53033    82 <  344                    5                   
>53033    83 <  343                    5                   
>53033    84 <  319                    5                   
>53033    85 <  340                    5                   
>53033    86 <  336                    5                   
>53033    87 <  337                    6                   
>53033    88 <  345                    5                   
>53033    89 <  355                    5                   
>53033    90 <  346                    5                   
>53033    91 <  353                    5                   
>53033    92 <  368                    5                   
>53033    93 <  361                    5                   
>53033    94 <  359                    5 SLU               
>53033    95 <  357                    5                   
>53033    96 <  358                    5                   
>53033    97 <  356                    5                   
>53033    98 <  367                    5                   
>53033    99 <  373                    5                   
>53033   100 <  381                    5                   
>53033   101 <  378                    5                   
>53033   102 <  406                    5                   
>53033   103 <  376                    5                   
>53033   104 <  395                    5                   
>53033   105 <  396                    5                   
>53033   106 <  397                    5                   
>53033   107 <  377                    5                   
>53033   108 <  398                    5                   
>53033   109 <  400                    5                   
>53033   110 <  380                    5                   
>53033   111 <  383                    5                   
>53033   112 <  379                    5                   
>53033   113 <  375                    5                   
>53033   114 <  389                    5                   
>53033   115 <  363                    5                   
>53033   116 <  411                    2                   
>53033   117 <  393                    5                   
>53033   118 <  399                    5                   
>53033   119 <  394                    5                   
>53033   120 <  392                    5                   
>53033   121 <  407                    5                   
>53033   122 <  410                    5                   
>53033   123 <  444                    1                   
>53033   124 <  429                    1                   
>53033   125 <  446                    1                   
>53033   126 <  423                    1                   
>53033   127 <  434                    1                   
>53033   128 <  418                    1                   
>53033   129 <  437                    1                   
>53033   130 <  449                    1                   
>53033   131 <  421                    1                   
>53033   132 <  417                    1                   
>53033   133 <  430                    1                   
>53033   134 <  416                    1                   
>53033   135 <  420                    1                   
>53033   136 <  427                    1 CBD               
>53033   137 <  436                    1                   
>53033   138 <  412                    1                   
>53033   139 <  408                    1                   
>53033   140 <  405                    1                   
>53033   141 <  409                    1                   
>53033   142 <  419                    1                   
>53033   143 <  401                    1                   
>53033   144 <  448                    1                   
>53033   145 <  438                    1                   
>53033   146 <  435                    1                   
>53033   147 <  431                    1                   
>53033   148 <  445                    1                   
>53033   149 <  439                    1                   
>53033   150 <  414                    2                   
>53033   151 <  424                    2                   
>53033   152 <  443                    2                   
>53033   153 <  415                    2                   
>53033   154 <  432                    2                   
>53033   155 <  456                    2                   
>53033   156 <  455                    2                   
>53033   157 <  454                    2                   
>53033   158 <  453                    2                   
>53033   159 <  452                    2                   
>53033   160 <  458                    2                   
>53033   161 <  481                    2                   
>53033   162 <  464                    2                   
>53033   163 <  480                    2                   
>53033   164 <  500                    2 SSeattle          
>53033   165 <  507                    2                   
>53033   166 <  459                    2                   
>53033   167 <  468                    2                   
>53033   168 <  465                    2                   
>53033   169 <  471                    2                   
>53033   170 <  470                    2                   
>53033   171 <  466                    2                   
>53033   172 <  485                    2                   
>53033   173 <  487                    2                   
>53033   174 <  490                    2                   
>53033   175 <  504                    2                   
>53033   176 <  508                    2                   
>53033   177 <  510                    2                   
>53033   178 <  483                    2                   
>53033   179 <  509                    2                   
>53033   180 <  475                    2                   
>53033   181 <  482                    2                   
>53033   182 <  489                    2                   
>53033   183 <  499                    2                   
>53033   184 <  501                    2                   
>53033   185 <  519                    2                   
>53033   186 <  526                    2                   
>53033   187 <  525                    2                   
>53033   188 <  522                    2                   
>53033   189 <  518                    2                   
>53033   190 <  534                    2                   
>53033   191 <  523                    2                   
>53033   192 <  532                    2                   
>53033   193 <  531                    2                   
>53033   194 <  521                    2                   
>53033   195 <  527                    2                   
>53033   196 <  529                    2                   
>53033   197 <  539                    2                   
>53033   198 <  540                    2                   
>53033   199 <  537                    2                   
>53033   200 <  536                    2                   
>53033   201 <  541                    2                   
>53033   202 <  543                    2                   
>53033   203 <  549                    3                   
>53033   204 <  548                    3                   
>53033   205 <  554                    3                   
>53033   206 <  552                    3                   
>53033   207 <  568                    3                   
>53033   208 <  550                    2                   
>53033   209 <  560                    3                   
>53033   210 <  547                    2                   
>53033   211 <  563                    3                   
>53033   212 <  561                    3                   
>53033   213 <  557                    3                   
>53033   214 <  562                    3                   
>53033   215 <  569                    3                   
>53033   216 <  577                    3                   
>53033   217 <  575                    3                   
>53033   218 <  573                    3                   
>53033   219 <  154                    6                   
>53033   220 <  155                    6                   
>53033   221 <  156                    6                   
>53033   222 <  157                    6                   
>53033   223 <  158                    6                   
>53033   224 <  174                    6                   
>53033   225 <  185                    6                   
>53033   226 <  179                    6                   
>53033   227 <  178                    6                   
>53033   228 <  173                    6                   
>53033   229 <  194                    6                   
>53033   230 <  188                    6                   
>53033   231 <  195                    6                   
>53033   232 <  196                    6                   
>53033   233 <  197                    6                   
>53033   234 <  193                    6                   
>53033   235 <  177                    6                   
>53033   236 <  159                    6                   
>53033   237 <  162                    9                   
>53033   238 <  163                    9                   
>53033   239 <  164                    9                   
>53033   240 <  165                    9                   
>53033   241 <  166                    9                   
>53033   242 <  187                    9                   
>53033   243 <  184                    9                   
>53033   244 <  225                    9                   
>53033   245 <  204                    9                   
>53033   246 <  214                    9                   
>53033   247 <  183                    9                   
>53033   248 <  213                    9                   
>53033   249 <  226                    9                   
>53033   250 <  236                    9                   
>53033   251 <  190                    9                   
>53033   252 <  191                    9                   
>53033   253 <  212                    9                   
>53033   254 <  211                    9                   
>53033   255 <  221                    9                   
>53033   256 <  200                    9                   
