,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,YEAR,MONTH,DOW,HOUR
9133667,2019-01-15 08:30:00,2019-01-15 09:00:00,1679.0,5.2,17031839700.0,17031320100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,1,8
9134543,2019-02-07 08:30:00,2019-02-07 08:30:00,188.0,1.0,17031833100.0,17031838200.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,3,8
9134795,2019-02-28 07:45:00,2019-02-28 08:30:00,2759.0,6.7,17031062200.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,7
9137188,2019-02-13 07:45:00,2019-02-13 08:15:00,1740.0,5.9,17031070700.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,7
9138120,2019-02-01 08:00:00,2019-02-01 08:00:00,326.0,0.6,17031081202.0,17031081401.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,4,8
9138247,2019-01-16 08:30:00,2019-01-16 08:30:00,300.0,1.0,17031060100.0,17031050600.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,2,8
9139770,2019-01-07 07:00:00,2019-01-07 07:15:00,480.0,1.6,17031081100.0,17031839100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,0,7
9139835,2019-02-04 07:00:00,2019-02-04 07:00:00,331.0,1.4,17031833100.0,17031838200.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,7
9140503,2019-01-15 07:30:00,2019-01-15 07:45:00,1020.0,3.4,17031340400.0,17031839100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,1,7
9140574,2019-02-01 08:30:00,2019-02-01 08:45:00,508.0,0.7,17031841100.0,17031843200.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,4,8
9140914,2019-01-09 08:15:00,2019-01-09 08:45:00,1379.0,3.7,17031070103.0,17031833000.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,2,8
9141284,2019-02-22 08:00:00,2019-02-22 08:15:00,261.0,1.1,17031650400.0,17031650100.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,4,8
9142495,2019-02-20 08:30:00,2019-02-20 09:00:00,1740.0,5.2,17031062200.0,17031833000.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
9142761,2019-02-25 07:15:00,2019-02-25 07:30:00,900.0,3.3,17031243000.0,17031081500.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,0,7
9145276,2019-01-08 08:00:00,2019-01-08 08:00:00,420.0,0.9,17031071400.0,17031080201.0,0.0,0.0,0.67,0.67,True,4.0,2019,1,1,8
9145997,2019-02-19 08:30:00,2019-02-19 08:45:00,226.0,1.2,17031834000.0,17031440600.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,1,8
9146702,2019-01-04 08:15:00,2019-01-04 08:15:00,375.0,1.5,17031230900.0,17031230600.0,0.0,0.0,2.55,2.55,True,5.0,2019,1,4,8
9149162,2019-01-03 08:00:00,2019-01-03 08:00:00,600.0,1.5,17031081401.0,17031839100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9150597,2019-01-25 08:45:00,2019-01-25 09:00:00,1139.0,4.0,17031833100.0,17031320600.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
9151026,2019-01-22 07:15:00,2019-01-22 07:30:00,840.0,3.0,17031071300.0,17031210900.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,1,7
9152990,2019-01-23 07:15:00,2019-01-23 07:30:00,379.0,0.9,17031842300.0,17031280100.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,2,7
9154373,2019-01-03 07:00:00,2019-01-03 07:00:00,389.0,1.2,17031330100.0,17031320400.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,3,7
9154482,2019-02-01 07:45:00,2019-02-01 07:45:00,340.0,1.3,17031242400.0,17031222200.0,0.0,0.0,2.55,2.55,True,4.0,2019,2,4,7
9154877,2019-02-27 07:00:00,2019-02-27 07:00:00,420.0,1.5,17031081600.0,17031320100.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,2,7
9156556,2019-02-19 08:30:00,2019-02-19 09:00:00,1560.0,4.0,17031841000.0,17031833000.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,1,8
9156682,2019-02-15 08:45:00,2019-02-15 08:45:00,592.0,1.1,17031839000.0,17031281900.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,4,8
9157505,2019-02-27 08:15:00,2019-02-27 08:15:00,316.0,1.1,17031410600.0,17031836200.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,8
9159050,2019-01-16 08:15:00,2019-01-16 08:45:00,1620.0,3.9,17031070102.0,17031243500.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,2,8
9159481,2019-01-03 08:45:00,2019-01-03 08:45:00,600.0,2.1,17031838200.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9160989,2019-01-15 08:30:00,2019-01-15 08:45:00,1440.0,3.3,17031242100.0,17031839100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,1,8
9162382,2019-02-06 07:30:00,2019-02-06 07:45:00,1620.0,4.8,17031832500.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,7
9162822,2019-01-22 08:45:00,2019-01-22 09:00:00,840.0,2.1,17031070103.0,17031842200.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
9164307,2019-02-21 07:00:00,2019-02-21 07:45:00,1980.0,7.2,17031832000.0,17031833100.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,3,7
9166740,2019-01-03 08:45:00,2019-01-03 09:00:00,1499.0,6.1,17031031400.0,17031081800.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,8
9166885,2019-02-25 08:15:00,2019-02-25 08:30:00,600.0,2.1,17031838000.0,17031243500.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,0,8
9167124,2019-01-14 07:45:00,2019-01-14 08:00:00,1320.0,9.3,17031430102.0,17031320100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,0,7
9171877,2019-01-18 08:00:00,2019-01-18 08:30:00,1320.0,4.4,17031051400.0,17031280100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
9173051,2019-02-22 08:30:00,2019-02-22 08:45:00,1379.0,3.0,17031071600.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,8
9174148,2019-02-28 08:30:00,2019-02-28 09:00:00,1620.0,4.9,17031210900.0,17031081900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,8
9174502,2019-01-04 08:15:00,2019-01-04 08:45:00,1620.0,6.7,17031030900.0,17031243300.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
9174993,2019-01-25 08:45:00,2019-01-25 08:45:00,357.0,1.7,17031838600.0,17031292400.0,0.0,0.0,2.55,2.55,True,4.0,2019,1,4,8
9176492,2019-02-12 08:00:00,2019-02-12 08:15:00,572.0,1.5,17031300500.0,17031830500.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,1,8
9180345,2019-02-20 08:45:00,2019-02-20 08:45:00,569.0,0.8,17031841900.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,8
9182572,2019-02-21 07:45:00,2019-02-21 08:00:00,959.0,3.0,17031832500.0,17031081900.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,3,7
9183167,2019-01-31 07:15:00,2019-01-31 07:15:00,477.0,1.1,17031081800.0,17031081800.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,7
9184422,2019-01-22 07:45:00,2019-01-22 07:45:00,352.0,0.9,17031081500.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,1,7
9186169,2019-02-05 08:30:00,2019-02-05 08:45:00,1259.0,3.8,17031070102.0,17031320100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,8
9186274,2019-02-22 07:30:00,2019-02-22 07:30:00,414.0,1.6,17031310800.0,17031838200.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,4,7
9186937,2019-01-07 08:00:00,2019-01-07 08:15:00,540.0,1.3,17031081202.0,17031842200.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,0,8
9187510,2019-02-22 07:00:00,2019-02-22 07:15:00,660.0,2.0,17031081201.0,17031839100.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,4,7
9188229,2019-01-23 08:45:00,2019-01-23 09:00:00,959.0,2.1,17031833100.0,17031243200.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,2,8
9188428,2019-01-25 08:00:00,2019-01-25 08:00:00,192.0,0.5,17031351000.0,17031351000.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,4,8
9190113,2019-02-06 08:30:00,2019-02-06 09:00:00,1799.0,5.1,17031070500.0,17031320100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
9190626,2019-02-28 08:45:00,2019-02-28 09:00:00,397.0,1.2,17031070400.0,17031842200.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,3,8
9192083,2019-02-11 07:00:00,2019-02-11 07:45:00,2339.0,2.5,17031241100.0,17031243500.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,0,7
9192389,2019-01-23 08:30:00,2019-01-23 08:45:00,1139.0,2.2,17031080300.0,17031833000.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,2,8
9193037,2019-01-24 08:30:00,2019-01-24 09:00:00,1919.0,4.0,17031070102.0,17031833000.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,8
9194741,2019-02-25 08:00:00,2019-02-25 08:15:00,959.0,2.7,17031242100.0,17031281900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,0,8
9197252,2019-02-04 08:15:00,2019-02-04 08:30:00,496.0,0.8,17031280100.0,17031081700.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,8
9197713,2019-02-28 07:30:00,2019-02-28 08:00:00,1679.0,4.8,17031242500.0,17031081300.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,3,7
9197919,2019-02-11 08:15:00,2019-02-11 08:45:00,2339.0,4.1,17031070300.0,17031281900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,0,8
9198564,2019-02-12 08:00:00,2019-02-12 08:15:00,304.0,1.3,17031835800.0,17031839600.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,1,8
9201941,2019-01-15 07:45:00,2019-01-15 07:45:00,294.0,0.9,17031833300.0,17031833300.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,1,7
9204850,2019-02-06 07:30:00,2019-02-06 07:45:00,393.0,0.9,17031050500.0,17031060100.0,0.0,0.0,2.55,2.55,True,6.0,2019,2,2,7
9205538,2019-02-26 07:30:00,2019-02-26 08:00:00,1139.0,4.5,17031830900.0,17031081700.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,1,7
9207267,2019-02-15 08:00:00,2019-02-15 08:45:00,2160.0,6.5,17031831800.0,17031071100.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,4,8
9208416,2019-02-13 08:30:00,2019-02-13 09:30:00,3060.0,6.9,17031031400.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
9209522,2019-01-04 08:00:00,2019-01-04 08:15:00,1139.0,4.5,17031063200.0,17031833000.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,4,8
9210640,2019-02-05 08:30:00,2019-02-05 08:30:00,305.0,1.0,17031241100.0,17031242800.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,1,8
9213517,2019-01-10 07:00:00,2019-01-10 07:15:00,720.0,2.0,17031281900.0,17031842200.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,3,7
9214379,2019-02-27 07:45:00,2019-02-27 08:00:00,273.0,1.0,17031840100.0,17031841100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,7
9217084,2019-02-01 08:30:00,2019-02-01 08:30:00,420.0,1.7,17031081900.0,17031842300.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,8
9217984,2019-02-05 08:15:00,2019-02-05 08:30:00,247.0,0.8,17031081000.0,17031081800.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,1,8
9218616,2019-01-30 07:15:00,2019-01-30 07:30:00,959.0,4.1,17031063000.0,17031320100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,2,7
9218645,2019-01-28 08:00:00,2019-01-28 08:00:00,306.0,1.0,17031080100.0,17031071500.0,0.0,1.0,2.55,3.55,True,2.0,2019,1,0,8
9219104,2019-01-15 07:30:00,2019-01-15 08:15:00,2400.0,7.4,17031060200.0,17031081700.0,0.0,0.0,0.67,0.67,True,4.0,2019,1,1,7
9225935,2019-02-26 07:00:00,2019-02-26 07:30:00,1320.0,5.2,17031070600.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,7
9225939,2019-01-25 08:45:00,2019-01-25 09:00:00,1139.0,2.4,17031242000.0,17031081800.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
9226786,2019-02-20 08:30:00,2019-02-20 08:30:00,176.0,1.1,17031381400.0,17031400500.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,2,8
9229007,2019-02-06 07:00:00,2019-02-06 07:00:00,351.0,1.9,17031710200.0,17031691200.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,7
9229195,2019-02-20 07:15:00,2019-02-20 07:30:00,959.0,4.7,17031832200.0,17031081500.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,2,7
9229962,2019-01-24 08:45:00,2019-01-24 09:00:00,1139.0,3.2,17031241200.0,17031833000.0,0.0,0.0,0.67,0.67,True,4.0,2019,1,3,8
9231074,2019-02-08 08:30:00,2019-02-08 08:30:00,155.0,0.3,17031030101.0,17031030500.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,4,8
9233159,2019-01-24 08:30:00,2019-01-24 08:45:00,900.0,1.9,17031051400.0,17031832600.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,8
9236241,2019-02-25 08:30:00,2019-02-25 08:45:00,331.0,1.6,17031470100.0,17031450300.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,0,8
9244085,2019-01-09 08:45:00,2019-01-09 09:00:00,1200.0,3.0,17031241300.0,17031833000.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,2,8
9245598,2019-01-31 07:30:00,2019-01-31 07:45:00,959.0,2.3,17031243400.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,7
9246839,2019-01-18 07:15:00,2019-01-18 07:15:00,397.0,1.6,17031330100.0,17031842000.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,4,7
9247672,2019-02-06 08:15:00,2019-02-06 08:30:00,441.0,1.2,17031838700.0,17031843100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,8
9247997,2019-01-22 08:45:00,2019-01-22 09:00:00,959.0,1.9,17031242000.0,17031081800.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,1,8
9253969,2019-02-18 08:45:00,2019-02-18 09:00:00,386.0,1.1,17031833000.0,17031280100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,8
9256796,2019-02-18 08:45:00,2019-02-18 09:00:00,660.0,3.4,17031839000.0,17031243200.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,0,8
9257107,2019-01-03 08:30:00,2019-01-03 08:45:00,1139.0,6.7,17031060200.0,17031081401.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9258158,2019-02-25 08:15:00,2019-02-25 08:30:00,371.0,1.2,17031460400.0,17031450300.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,8
9258890,2019-01-16 08:45:00,2019-01-16 08:45:00,0.0,0.0,17031080100.0,17031080100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,2,8
9260505,2019-01-09 08:15:00,2019-01-09 08:30:00,780.0,1.4,17031243500.0,17031842200.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,2,8
9260817,2019-02-25 08:00:00,2019-02-25 08:15:00,569.0,1.3,17031081700.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,8
9261410,2019-01-03 08:30:00,2019-01-03 08:45:00,1259.0,4.6,17031030900.0,17031832300.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,8
9261649,2019-01-23 08:45:00,2019-01-23 08:45:00,600.0,1.7,17031241500.0,17031833000.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,2,8
9262753,2019-02-05 08:45:00,2019-02-05 08:45:00,237.0,1.3,17031600400.0,17031840400.0,0.0,0.0,2.55,2.55,True,4.0,2019,2,1,8
9262925,2019-01-22 08:00:00,2019-01-22 08:00:00,371.0,0.7,17031080100.0,17031071500.0,0.0,1.0,2.55,3.55,True,4.0,2019,1,1,8
9264185,2019-02-28 07:30:00,2019-02-28 07:30:00,111.0,0.5,17031070300.0,17031063000.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,3,7
9264841,2019-02-06 08:30:00,2019-02-06 09:15:00,2999.0,6.1,17031210900.0,17031281900.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,2,8
9268934,2019-01-03 07:30:00,2019-01-03 07:45:00,840.0,4.1,17031832500.0,17031281900.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,3,7
9269423,2019-02-25 07:45:00,2019-02-25 08:00:00,1020.0,2.5,17031310600.0,17031838100.0,0.0,0.0,0.72,0.72,False,1.0,2019,2,0,7
9269513,2019-01-15 08:45:00,2019-01-15 09:30:00,2999.0,3.3,17031242200.0,17031281900.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
9270300,2019-01-03 08:00:00,2019-01-03 08:15:00,1139.0,4.1,17031070103.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9270999,2019-02-27 07:30:00,2019-02-27 07:45:00,540.0,1.3,17031839000.0,17031839100.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,2,7
9271985,2019-02-18 07:15:00,2019-02-18 07:30:00,1200.0,4.2,17031240500.0,17031081401.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,0,7
9273163,2019-01-10 08:45:00,2019-01-10 09:00:00,1379.0,4.9,17031032100.0,17031243400.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9274144,2019-02-19 07:30:00,2019-02-19 08:15:00,2039.0,4.2,17031832400.0,17031842900.0,0.0,1.0,0.72,1.72,True,1.0,2019,2,1,7
9275343,2019-01-04 08:30:00,2019-01-04 08:45:00,540.0,2.0,17031833100.0,17031243200.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,4,8
9276250,2019-01-04 08:30:00,2019-01-04 09:00:00,1320.0,3.3,17031080201.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
9276439,2019-01-22 08:00:00,2019-01-22 08:30:00,1200.0,2.1,17031243400.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
9281890,2019-01-28 08:30:00,2019-01-28 09:00:00,1740.0,3.9,17031063100.0,17031081700.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,0,8
9284802,2019-01-14 07:45:00,2019-01-14 07:45:00,280.0,1.1,17031080300.0,17031842200.0,0.0,0.0,2.55,2.55,True,4.0,2019,1,0,7
9286791,2019-01-29 08:30:00,2019-01-29 09:00:00,1379.0,3.0,17031063400.0,17031842200.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
9289325,2019-02-26 08:45:00,2019-02-26 09:15:00,1440.0,2.3,17031833100.0,17031081600.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,1,8
9289474,2019-02-08 07:45:00,2019-02-08 08:00:00,421.0,1.1,17031080201.0,17031838300.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,4,7
9289693,2019-02-25 08:00:00,2019-02-25 08:45:00,2579.0,6.5,17031061100.0,17031281900.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,0,8
9290415,2019-02-25 07:30:00,2019-02-25 07:30:00,448.0,1.7,17031081402.0,17031839100.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,0,7
9296427,2019-01-16 07:30:00,2019-01-16 07:45:00,780.0,2.2,17031243200.0,17031081700.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,2,7
9297402,2019-02-05 08:00:00,2019-02-05 08:45:00,2219.0,5.6,17031061902.0,17031281900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,8
9303378,2019-02-25 07:00:00,2019-02-25 07:15:00,483.0,1.4,17031081000.0,17031280100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,7
9303803,2019-01-08 08:00:00,2019-01-08 08:15:00,1379.0,4.9,17031839700.0,17031320100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,1,8
9303937,2019-01-04 07:30:00,2019-01-04 07:45:00,840.0,2.0,17031243400.0,17031839100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,4,7
9304111,2019-02-01 08:00:00,2019-02-01 08:15:00,480.0,1.7,17031071600.0,17031081900.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,4,8
9305615,2019-02-22 08:30:00,2019-02-22 08:45:00,1259.0,4.1,17031070300.0,17031833000.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,8
9307137,2019-02-12 08:15:00,2019-02-12 08:45:00,1560.0,3.6,17031283100.0,17031081800.0,0.0,0.0,0.72,0.72,True,5.0,2019,2,1,8
9307820,2019-01-03 08:15:00,2019-01-03 08:30:00,780.0,4.1,17031071100.0,17031081401.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9308755,2019-02-07 08:00:00,2019-02-07 08:15:00,1440.0,3.1,17031063200.0,17031081900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,8
9309153,2019-01-07 07:15:00,2019-01-07 07:30:00,1200.0,3.7,17031081403.0,17031832500.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,0,7
9311446,2019-01-14 08:45:00,2019-01-14 09:00:00,959.0,1.9,17031081500.0,17031281900.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,0,8
9313693,2019-01-10 08:15:00,2019-01-10 08:30:00,660.0,2.0,17031081800.0,17031839100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9314400,2019-02-18 07:00:00,2019-02-18 07:00:00,537.0,2.2,17031837800.0,17031833100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,7
9315986,2019-01-07 07:45:00,2019-01-07 07:45:00,444.0,1.4,17031838100.0,17031838200.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,0,7
9316442,2019-02-26 07:30:00,2019-02-26 07:30:00,282.0,1.0,17031081403.0,17031081700.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,1,7
9316876,2019-01-02 08:45:00,2019-01-02 09:00:00,720.0,3.0,17031832600.0,17031833000.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,2,8
9317255,2019-01-09 08:45:00,2019-01-09 08:45:00,544.0,1.8,17031839000.0,17031281900.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,2,8
9317915,2019-01-11 07:45:00,2019-01-11 08:00:00,1560.0,3.8,17031063100.0,17031081800.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,4,7
9318035,2019-02-05 07:30:00,2019-02-05 07:45:00,780.0,2.3,17031080400.0,17031281900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,7
9321803,2019-01-07 08:30:00,2019-01-07 08:45:00,1499.0,2.6,17031243400.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,0,8
9322121,2019-01-17 08:15:00,2019-01-17 08:30:00,1379.0,3.9,17031070300.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
9323106,2019-01-24 07:45:00,2019-01-24 07:45:00,463.0,1.1,17031062500.0,17031063000.0,0.0,1.0,2.55,3.55,True,5.0,2019,1,3,7
9324045,2019-02-19 08:45:00,2019-02-19 09:00:00,1379.0,4.2,17031063200.0,17031081800.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,1,8
9325458,2019-01-18 08:15:00,2019-01-18 08:45:00,1320.0,3.6,17031070102.0,17031839100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
9326610,2019-02-07 08:30:00,2019-02-07 08:30:00,335.0,1.1,17031071200.0,17031063400.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,3,8
9328063,2019-02-20 08:15:00,2019-02-20 08:15:00,393.0,1.3,17031841900.0,17031838200.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,8
9328136,2019-02-27 08:30:00,2019-02-27 08:45:00,1080.0,4.8,17031070101.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
9329072,2019-02-28 07:45:00,2019-02-28 08:00:00,501.0,1.1,17031839000.0,17031839100.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,3,7
9330346,2019-02-19 08:15:00,2019-02-19 08:45:00,1560.0,4.4,17031220602.0,17031833000.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,1,8
9332116,2019-01-31 07:15:00,2019-01-31 07:30:00,840.0,2.7,17031071600.0,17031280100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,7
9336446,2019-02-21 07:30:00,2019-02-21 08:00:00,2160.0,6.4,17031210900.0,17031081401.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,3,7
9336930,2019-02-20 07:30:00,2019-02-20 07:45:00,1020.0,3.1,17031080202.0,17031833000.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,2,7
9337263,2019-01-18 08:00:00,2019-01-18 08:30:00,1740.0,3.7,17031070200.0,17031833000.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,4,8
9337676,2019-02-19 08:30:00,2019-02-19 09:00:00,1679.0,3.3,17031080100.0,17031281900.0,0.0,1.0,0.72,1.72,True,3.0,2019,2,1,8
9338435,2019-02-19 07:30:00,2019-02-19 07:45:00,1020.0,4.4,17031310600.0,17031081900.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,1,7
9339021,2019-02-28 07:00:00,2019-02-28 07:15:00,720.0,2.3,17031070102.0,17031081900.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,3,7
9339075,2019-02-06 08:15:00,2019-02-06 08:45:00,1560.0,2.9,17031242100.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
9339792,2019-01-24 07:45:00,2019-01-24 08:15:00,1620.0,3.4,17031242100.0,17031841900.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,7
9340825,2019-02-07 08:45:00,2019-02-07 09:00:00,1259.0,0.0,17031320400.0,17031320400.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,3,8
9342400,2019-01-09 07:15:00,2019-01-09 07:30:00,412.0,1.0,17031280100.0,17031839100.0,0.0,0.0,2.55,2.55,True,4.0,2019,1,2,7
9342597,2019-01-16 08:00:00,2019-01-16 08:30:00,1740.0,3.8,17031071400.0,17031320400.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,2,8
9343588,2019-02-14 08:30:00,2019-02-14 08:45:00,1620.0,3.8,17031062200.0,17031081900.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,3,8
9344487,2019-01-18 07:30:00,2019-01-18 07:45:00,1440.0,4.4,17031240900.0,17031281900.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,7
9346719,2019-02-20 08:15:00,2019-02-20 09:15:00,3060.0,3.9,17031242900.0,17031320400.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
